"The Lilly Faculty Registry reports direct and indirect payments by Lilly, as well as Lilly’s portion of alliance partnership payments, to health care professionals serving as faculty members. When the ""Entity Paid"" is a company, hospital or university, and there is a different name listed as the service provider, it reflects an indirect payment which may or may not actually have been received in whole or in part by the listed service provider. Note: This report is designed to comply with Lilly’s Corporate Integrity Agreement reporting obligations. Due to differences in scope and definitions, the data reported in this report may differ from data included in reports submitted by Lilly for compliance with state payment reporting laws.","","","","","","","",""
"CUMBERLAND VALLEY ENDOCRINOLOGY, LLC","CARLISLE, PA",PA,"BEHNKE, ANDREW J","","8,975","",90,"9,065"
"CUMMINGS, DEBRA M","FLANDERS, NJ",NJ,"CUMMINGS, DEBRA M","2,269","","",78,"2,347"
"CUNNINGHAM, CURT J","GRAND RAPIDS, MI",MI,"CUNNINGHAM, CURT J","","25,550","",952,"26,502"
"CUNNINGHAM, MARY","GRAND HAVEN, MI",MI,"CUNNINGHAM, MARY","2,681","","",162,"2,843"
"CURRIER, BEATRIZ B","MIAMI, FL",FL,"CURRIER, BEATRIZ B","","12,638","","","12,638"
"CURTIS, JEFFREY R","BIRMINGHAM, AL",AL,"CURTIS, JEFFREY R","","8,300","","1 ,256","9,556"
"CUSNIR, HENRY","LAUDERDALE LAKES, FL",FL,"CUSNIR, HENRY","","5,184","","","5,184"
CVED INCORPORATED,"DIABLO, CA",CA,"WHITE, NEAL W","","1,184","",37,"1,221"
"CYRUS, JAHANGIR","LOUISVILLE, KY",KY,"CYRUS, JAHANGIR","","9,991","","","9,991"
"CZAPLICKI, ANTHONY","JACKSONVILLE, FL",FL,"CZAPLICKI, ANTHONY","","","1,000",121,"1,121"
D&L MEDICAL SERVICES,"SANTA CLARA, UT",UT,"MITCHELL, DENNIS H","4,238","","",637,"4,875"
"DA SILVA, GERALYN M","VOLCANO, CA",CA,"DA SILVA, GERALYN M","10,163","","","1 ,102","11,265"
"DADOURIAN, BERGE J","LAS VEGAS, NV",NV,"DADOURIAN, BERGE J","","11,084","","","11,084"
"DAGGUBATI, RAMESH B","GREENVILLE, NC",NC,"DAGGUBATI, RAMESH B","","36,384","","2 ,326","38,710"
"DAGO, PEDRO L","CHICAGO, IL",IL,"DAGO, PEDRO L","","52,950","","2 ,218","55,168"
"DAGOGO-JACK, AGBANI I","SAINT LOUIS, MO",MO,"DAGOGO-JACK, AGBANI I","","48,675","","8 ,646","57,321"
"DAKSHESH K. PARIKH, MD, PA","VICTORIA, TX",TX,"PARIKH, DAKSHESHK","","12,184","","1 ,507","13,692"
"DALEY, ANNE","SPRINGFIELD, IL",IL,"DALEY, ANNE",956,"","",145,"1,101"
DALLAS DIABETES AND ENDOCRINE CENTER,"DALLAS, TX",TX,"ROSENSTOCK, JULIO","","","",109,109
DALPINDER SINGH SANDHU,"FRESNO, CA",CA,"SANDHU, DALPINDER S","","8 ,584","",375,"8,959"
"DAMES, FAYE D","LITHONIA, GA",GA,"DAMES, FAYE D","",919,"",24,943
"DAMRON, LOIS","HANNIBAL, MO",MO,"DAMRON, LOIS",863,"","","",863
"DAN JAMES FINTEL, MD SC","CHICAGO, IL",IL,"FINTEL, DAN J","","18,984","","1 ,098","20,082"
DANA-FARBER CANCER INSTITUTE,"BOSTON, MA",MA,"JOHNSON, BRUCE E","","","4,500","","4,500"
"DANDONA, PARESH","NORTH TONAWANDA, NY",NY,"DANDONA, PARESH","","10,725","","","10,725"
"DANDREA, JEFFREY P","PITTSTON, PA",PA,"DANDREA, JEFFREY P","","22,013","",16,"22,028"
"DANIEL M. HAYCRAFT MD, PC","SKOKIE, IL",IL,"HAYCRAFT, DANIEL M","","5,738","",230,"5,967"
"DANIEL MASCARENHAS, MD, PC","EASTON, PA",PA,"MASCARENHAS, DANIEL A","","5,584","","","5,584"
"DANIEL, GEORGE K","BOCA RATON, FL",FL,"DANIEL, GEORGE K","","7,584","","","7,584"
"DANIELS, GAIL G","MANNING, SC",SC,"DANIELS, GAIL G","2,031",919,"",896,"3,846"
"DANIELS, STEVEN","FARGO, ND",ND,"DANIELS, STEVEN","","15,675","","2 ,421","18,096"
"DAO, KATHRYN H","DALLAS, TX",TX,"DAO, KATHRYN H","","9,550","",131,"9,681"
"DAPHNE GLINDMEYER, M.D. APMC","GRETNA, LA",LA,"GLINDMEYER, DAPHNE","",900,"","",900
"DARCOURT, JORGE G","HOUSTON, TX",TX,"DARCOURT, JORGE G","","11,338","",531,"11,868"
DAREN S. PRIMACK,"LODI, CA",CA,"PRIMACK, DAREN S","","6,034","","","6,034"
DARSHI SUNDERAM M.D.,"EAST ORANGE, NJ",NJ,"SUNDERAM, DARSHI","","29,556","","5 ,197","34,754"
"DAS, DHIRENDRA N","WAYNE, NJ",NJ,"DAS, DHIRENDRA N","",934,"","",934
"DAS, SESHADRI","STATEN ISLAND, NY",NY,"DAS, SESHADRI","","7,031","","","7,031"
"DAUGHERTY, TIMOTHY D","SAVANNAH, GA",GA,"DAUGHERTY, TIMOTHY D","","12,250","",153,"12,403"
"DAVE JOFFE, BSPHARM, CDE, FACA, INC.","SAINT PETERSBURG, FL",FL,"JOFFE, DAVID","32,881","","2,000","2 ,230","37,111"
"DAVE, RAJESH M","HARRISBURG, PA",PA,"DAVE, RAJESH M","","48,034","1,100","1 ,567","50,702"
"DAVE, VIJAY B","GARY, IN",IN,"DAVE, VIJAY B","","5,184","","","5,184"
"DAVID A. CHAPPELL, MD MEDICAL CORPORATION","PETALUMA, CA",CA,"CHAPPELL, DAVID A","","2,906","",9,"2,915"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"DAVID C. PAN, MD., INC.","IRVINE, CA",CA,"PAN, DAVID","","1,700","","","1,700"
"DAVID D. HARWOOD, M.D., PC","MONTGOMERY, AL",AL,"HARWOOD, DAVID D","","12,488","",773,"13,260"
"DAVID GU, D.O., A PROFESSIONAL CORPORATION","ALHAMBRA, CA",CA,"GU, DAVID G","","7,450","",798,"8,248"
"DAVID J. GALLINA, MD PA","WYCKOFF, NJ",NJ,"GALLINA, DAVID J","","5,450","","","5,450"
DAVID K. VALLANCE MD PC,"ANN ARBOR, MI",MI,"VALLANCE, DAVID K","","19,950","",782,"20,732"
DAVID L. DUNNER MD,"MERCER ISLAND, WA",WA,"DUNNER, DAVID L","","","3,125",164,"3,289"
"DAVID L. LIPORACE, LLC","WEST PALM BEACH, FL",FL,"LIPORACE, DAVID L","","52,050","","5 ,029","57,079"
"DAVID R. LEONARD, MD, PA","SEMINOLE, FL",FL,"LEONARD, DAVID R","","11,811","","1 ,247","13,058"
"DAVID R. MANDEL MD, INC.","MAYFIELD VILLAGE, OH",OH,"MANDEL, DAVID R","","5,225","",43,"5,268"
"DAVID R. MISSIMO MD, PA","DALLAS, TX",TX,"MISSIMO, DAVID R","","6,800","","","6,800"
DAVID R. PATTERSON MEDICAL CORPORATION,"CHINO HILLS, CA",CA,"PATTERSON, DAVID R","","25,700","",36,"25,736"
"DAVID R. SAMSON, MD, DFAPA","OLYMPIA, WA",WA,"SAMSON, DAVID R","","13,200","","1 ,063","14,263"
"DAVID R. SAMSON, MD, DLFAPA","OLYMPIA, WA",WA,"SAMSON, DAVID R","","7,050","",340,"7,390"
"DAVID S. SILVER, MD, INC.","BEVERLY HILLS, CA",CA,"SILVER, DAVID S","","19,950","1,500","2 ,130","23,580"
"DAVID W. SCHWARTZ, INC.","TEMECULA, CA",CA,"SCHWARTZ, DAVID W","","31,050","","2 ,171","33,221"
"DAVID, PACITA A","CINCINNATI, OH",OH,"DAVID, PACITA A","","51,588","","1 ,742","53,329"
"DAVIDOFF, RONALD J","ENFIELD, CT",CT,"DAVIDOFF, RONALD J","","16,725","",672,"17,397"
"DAVIDSON, JAIME A","DALLAS, TX",TX,"DAVIDSON, JAIME A","","3,975","17,188",531,"21,694"
"DAVIDSON, MARY E","UNIONTOWN, OH",OH,"DAVIDSON, MARY E",413,"","","",413
"DAVIDSON, MICHAEL B","DOVER, NH",NH,"DAVIDSON, MICHAEL B","","46,565","","6 ,744","53,309"
"DAVIS, JONATHAN L","OKLAHOMA CITY, OK",OK,"DAVIS, JONATHAN L","","3,600","","","3,600"
"DAVIS, MARIA EVA","LAKE MARY, FL",FL,"DAVIS, MARIA EVA",300,"","",21,321
"DAVIS, MICHAEL R","MOBILE, AL",AL,"DAVIS, MICHAEL R","","7,506","",65,"7,571"
"DAWLEY, DOUGLAS L","PORTLAND, OR",OR,"DAWLEY, DOUGLAS L","","15,809",625,245,"16,680"
"DAY, TERRENCE A","CHARLESTON, SC",SC,"DAY, TERRENCE A","",225,"","",225
DAYTON FAMILY PRACTICE,"DAYTON, NJ",NJ,"BOUDWIN, JAMES E","","10,725","",66,"10,791"
DAYTONA HEART GROUP,"DAYTONA BEACH, FL",FL,"WILSON, VANCE E","","48,484","1,100","3 ,425","53,009"
DBA CARDIOLOGY PHYSICIANS P.A.,"DAYTONA BEACH, FL",FL,"HENDERSON, DAVID A","",850,"","",850
DBA CONCERNED NUTRITION CONSULTANTS,"VENETIA, PA",PA,"ANTHONY, KARA","3,638","","",183,"3,820"
DBA PARTNERSHIP FOR RECOVERY,"SYLACAUGA, AL",AL,"SCHEIFLER, PATRICIA L","","7,000","9,125","4 ,117","20,242"
DBA/SOUTHERN CALIFORNIA MEDICAL CLINIC,"LA MESA, CA",CA,"ROBINSON, JEROME A","",634,"","",634
DBA: FAIR OAKS PSYCHIATRIC ASSOCIATES,"SACRAMENTO, CA",CA,"MEHTANI, JANAK K","","","",66,66
DBA-ASSOCIATED PSYCHIATRIC SERVICES,"PAHRUMP, NV",NV,"RACOMA, AGAPITO B","","7,800","","","7,800"
"DEAL, CHAD L","SOLON, OH",OH,"DEAL, CHAD L","","41,525","","1 ,062","42,587"
"DEAN, LARRY S","SEATTLE, WA",WA,"DEAN, LARRY S","","14,934","",305,"15,240"
"DEANO, DANILO A","CHICAGO, IL",IL,"DEANO, DANILO A","","5,184","",66,"5,250"
"DEAS, DEBORAH V","CHARLESTON, SC",SC,"DEAS, DEBORAH V","","32,650","2,500","3 ,071","38,221"
"DEBATTISTA, CHARLES","PALO ALTO, CA",CA,"DEBATTISTA, CHARLES","",150,"","",150
"DEBERNARDO, ROBERT L","CLEVELAND, OH",OH,"DEBERNARDO, ROBERT L","","","1,719","","1,719"
DEBORAH DRUMM,"STILLWATER, NJ",NJ,"DRUMM, DEBORAH M","",200,"","",200
"DECARLO, PATRICIA","NAPERVILLE, IL",IL,"DECARLO, PATRICIA","3,806","","",249,"4,056"
"DECESARE, TERESA M","MIAMI, FL",FL,"DECESARE, TERESA M","","18,163","","","18,163"
"DECISION HEIGHT, INC.","BOERNE, TX",TX,"BERRY, MICHELLE D","","3,800","",353,"4,153"
"DECKER, DAVID A","ROYAL OAK, MI",MI,"DECKER, DAVID A","","5,738","",210,"5,948"
"DEEB, WASIM E","JACKSONVILLE, FL",FL,"DEEB, WASIM E","","21,831","","1 ,941","23,772"
DEENA GANDHI MD PA,"SUGAR LAND, TX",TX,"GANDHI, DEENA M","","28,238","","1 ,759","29,997"
"DEFRONZO, RALPH A","SAN ANTONIO, TX",TX,"DEFRONZO, RALPH A","","7,725","","1 ,189","8,914"
"DEGEN, KATHLEEN R","NEW LONDON, CT",CT,"DEGEN, KATHLEEN R","","4 ,200","","1 ,091","5,291"
"DEIN, ROBERT A","BRYN MAWR, PA",PA,"DEIN, ROBERT A","","3 ,725","",51,"3,776"
"DEISLER, PATRICIA C","SANFORD, ME",ME,"DEISLER, PATRICIA C","","28,825","","1 ,511","30,336"
"DEITZ, PEGGY W","ASHEVILLE, NC",NC,"DEITZ, PEGGY W","8,063","","",357,"8,419"
"DEL CASTILLO HIME, ALAN","HATO REY, PR",PR,"DEL CASTILLO HIME, ALAN","","4,200","",124,"4,324"
"DELAHANTY, LINDA M","FRAMINGHAM, MA",MA,"DELAHANTY, LINDA M","","","7,969",372,"8,341"
"DELANEY, JOHN F","MONROEVILLE, PA",PA,"DELANEY, JOHN F","","45,200","","1 ,585","46,785"
"DELCO PSYCHIATRIC ASSOCIATES, LLC","CHADDS FORD, PA",PA,"MAYEKAR, ULHAS V","","11,800","",200,"12,000"
"DELGADO PEREZ, DAPHNE V","RIO PIEDRAS, PR",PR,"DELGADO PEREZ, DAPHNE V","","3,000","","1 ,047","4,047"
"DELGADO, REYNOLDS M","HOUSTON, TX",TX,"DELGADO, REYNOLDS M","",84,"","",84
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
DEMETRI BIOMEDICAL CONSULTING LLC,"BROOKLINE, MA",MA,"DEMETRI, GEORGE D","","","2,125","","2,125"
"DEMOPULOS, CHRISTINA M","MERCER ISLAND, WA",WA,"DEMOPULOS, CHRISTINA M","","","",137,137
"DEMPSTER, DAVID W","WEST HAVERSTRAW, NY",NY,"DEMPSTER, DAVID W","","42,975","13,438","5 ,004","61,417"
"DEMURI, BERNADETTE A","MILWAUKEE, WI",WI,"DEMURI, BERNADETTE A","","10,550","",360,"10,910"
"DENAGY, STEPHEN A","IDAHO FALLS, ID",ID,"DENAGY, STEPHEN A","","13,800","","","13,800"
"DENDY, SHELLEY","WEST LINN, OR",OR,"DENDY, SHELLEY","3,450","","",27,"3,477"
"DENHAM, CARLA A","PHOENIX, AZ",AZ,"DENHAM, CARLA A","","43,500","3,750","5 ,286","52,536"
"DENIS I. BECKER, MD, PA","RALEIGH, NC",NC,"BECKER, DENIS I","","61,919","","3 ,619","65,538"
"DENNEY, AMANDA M","CINCINNATI, OH",OH,"DENNEY, AMANDA M","","2,906","","","2,906"
DENNIS CHONG CONSULTING LLC,"MERCER ISLAND, WA",WA,"CHONG, DENNIS","","","3,688",95,"3,783"
"DENNIS S. MIURA, MD, PHD","ENGLEWOOD, NJ",NJ,"MIURA, DENNIS S","","1,184","",12,"1,196"
"DENNIS, DEBORAH K","ALBUQUERQUE, NM",NM,"DENNIS, DEBORAH K",188,"","",220,408
"DENNIS, LELAND W","ELK CITY, OK",OK,"DENNIS, LELAND W","","50,400","","3 ,785","54,185"
"DENNY, MARTY M","JEFFERSONVILLE, IN",IN,"DENNY, MARTY M","","33,159","","1 ,582","34,742"
"DENOIA, VICKI R","TINTON FALLS, NJ",NJ,"DENOIA, VICKI R","4,706","","",198,"4,905"
"DENTON, SYLVIA","LYNCHBURG, VA",VA,"DENTON, SYLVIA","6,694","","",427,"7,121"
DENVER CENTER FOR BONE HEALTH,"DENVER, CO",CO,"ZAPALOWSKI, CAROL","","48,538","","2 ,430","50,967"
"DENYS, BART G","THIBODAUX, LA",LA,"DENYS, BART G","","13,284","",145,"13,429"
"DEQUARDO, JOHN R","PUEBLO, CO",CO,"DEQUARDO, JOHN R","","","8,125",289,"8,414"
"DEREK OTT, MD, APC","LOS ANGELES, CA",CA,"OTT, DEREK A","","26,925","",224,"27,149"
"DERISO, LOUISE","PITTSBURGH, PA",PA,"DERISO, LOUISE","14,169","","10,030",897,"25,095"
DERMATEC CORP.,"PLANO, TX",TX,"LOCKLEAR, MARILYN","30,906","","10,030","3 ,130","44,066"
"DEROO, BRENDA J","CHEROKEE, IA",IA,"DEROO, BRENDA J","2,006","","",481,"2,487"
"DEROSA, JOSEPH","WESTFIELD, NJ",NJ,"DEROSA, JOSEPH","","52,350","","4 ,128","56,478"
"DESAI, VAJENDRA J","GRAND RAPIDS, MI",MI,"DESAI, VAJENDRA J","","24,300","",670,"24,970"
"DESAI, VIKAS S","BOSTON, MA",MA,"DESAI, VIKAS S","","4,484","","","4,484"
"DESPOTIS, GEORGE J","SAINT LOUIS, MO",MO,"DESPOTIS, GEORGE J","","","1,250",30,"1,280"
"DESTEFANO, JOSEPH L","ABSECON, NJ",NJ,"DESTEFANO, JOSEPH L","","7,350","",477,"7,827"
"DESTEFANO, PAOLO E","BROOKLYN, NY",NY,"DESTEFANO, PAOLO E","","1,784","","","1,784"
DEVELOPMENTAL & CHILD BEHAVIORAL ASSOCIATES,"NORCROSS, GA",GA,"WEINTRAUB, ALAN G","","10,425","",415,"10,840"
"DEVELOPMENTAL AND BEHAVORIAL PEDIATRIC CONSULTANTS, INC.","TAMPA, FL",FL,"TRIDAS, ERIC Q","","11,925","2,000",800,"14,725"
"DEVELOPMENTAL MEDICINE CONSULTANTS, PLLC","SCOTTSDALE, AZ",AZ,"MELMED, RAUN D","","15,425","",349,"15,774"
"DEVITT, PAULA L","SANTA FE, NM",NM,"DEVITT, PAULA L","1,181","","",6,"1,187"
"DEVULAPALLY, JAGANNATH","CHICAGO, IL",IL,"DEVULAPALLY, JAGANNATH","","53,300","",367,"53,667"
"DEWORSOP, RICHARD","TOMS RIVER, NJ",NJ,"DEWORSOP, RICHARD","","1,700","","","1,700"
"DEY, JAYANT","TUPELO, MS",MS,"DEY, JAYANT","","12,225","","","12,225"
"DEYARMIN, BRIAN J","BETHEL PARK, PA",PA,"DEYARMIN, BRIAN J","","20,600","","8 ,159","28,759"
"DFW PROFESSIONAL EDUCATION SERVICES, LLC","ARLINGTON, TX",TX,"MILLER, ANDREW H","","6,034","",83,"6,117"
"DHAWALE, RAVI S","COLUMBUS, OH",OH,"DHAWALE, RAVI S","","28,706",375,552,"29,633"
"DHIREN PATEL, DO, PA","DALLAS, TX",TX,"PATEL, DHIREN B","","52,500","","1 ,820","54,320"
DHO & ASSOCIATES,"AVON LAKE, OH",OH,"OSHAUGHNESSY, CHARLES D","","47,497","","1 ,160","48,657"
"DHRUV, NIKHITA","MELBOURNE, FL",FL,"DHRUV, NIKHITA","","7,225","",3,"7,228"
DIABETES & ENDOCRINE PLLC,"BRONX, NY",NY,"COHEN, CHARMIAN D","","2,850","",69,"2,919"
DIABETES & HORMONAL DISEASES CENTER. PLC,"TAMPA, FL",FL,"KUMBKARNI, YUVRAJ K","","3,281","","","3,281"
"DIABETES & NUTRITION MGMT OF BARDSTOWN, PLLC","BARDSTOWN, KY",KY,"BARNETT, DENISE","19,913","","","1 ,738","21,650"
DIABETES AND ENDOCRINE ASSOCIATES,"LA MESA, CA",CA,"PROVIDERS OF SERVICE: FINK, RAYMOND I; SADLER, CHRIS E","","6,319","",62,"6,381"
DIABETES AND ENDOCRINE ASSOCIATES,"OMAHA, NE",NE,"WAHL, TIMOTHY O","","17,394","",30,"17,423"
DIABETES AND ENDOCRINE SPECIALTIES INC.,"FRESNO, CA",CA,"SRIKANTH, SUJATHA","","5,475","","","5,475"
DIABETES AND ENDOCRINOLOGY ASSOC. INC.,"DALLAS, TX",TX,"FEINSTEIN, DAVID M","","11,006","2,000",211,"13,217"
DIABETES AND ENDOCRINOLOGY ASSOCIATION,"PROVIDENCE, RI",RI,"THOMAS, VALERIE A","",438,"","",438
DIABETES AND ENDOCRINOLOGY SPECIALISTS INC.,"CHESTERFIELD, MO",MO,"PROVIDERS OF SERVICE: FISHMAN, NORMAN; OIKNINE, RALPH","","7,756","","","7,756"
"DIABETES ASSESSMENT AND USEFUL SOLUTIONS, LLC","MEAD, CO",CO,"SALAZAR-CONGER, GILDA","15,931","","","3 ,307","19,239"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
DIABETES CARE CENTER.,"HUDSON, FL",FL,"PROVIDERS OF SERVICE: PENABAD, JESUS L; PINERO, ANTONIO","","5,813","",34,"5,847"
"DIABETES EDUCATION CONSULTANTS, INC.","BURBANK, IL",IL,"SIEDLINSKI, MELANIE","50,006",150,"","8 ,734","58,890"
"DIABETES HEALTH MANAGEMENT, LLC","LAS VEGAS, NV",NV,"PROVIDERS OF SERVICE: GUERRA, JAN; WATERS, JAN","26,131","",300,"3 ,133","29,565"
"DIABETES MANAGEMENT CONSULTANTS, LLC","LAS VEGAS, NV",NV,"LAMAR, HEATHER L","2,625","","",76,"2,701"
"DIABETES OSTEOPOROSIS THYROID ENDOCRINE CENTER, LLC","RACINE, WI",WI,"RABINOWE, STEVEN L","","41,956","",419,"42,375"
"DIABETES, OSTEOPOROSIS, OBESITY, INC.","MELROSE PARK, IL",IL,"ABBOUD, MAHA","","3,781","","","3,781"
"DIABETES, THYROID & OSTEOPOROSIS CLINIC OF SOUTHERN ILLINOIS, LTD.","BELLEVILLE, IL",IL,"TSE, THOMAS F","","2,906","",83,"2,989"
DIAGNOSTIC CARE ASSOCIATES,"FLINT, MI",MI,"MENDOZA, HENRY P","","11,781","",269,"12,050"
"DIAMANTONI, STEPHEN","LEOLA, PA",PA,"DIAMANTONI, STEPHEN","","11,800","",190,"11,990"
"DIAZ HERNANDEZ, BARBARA A","SANTURCE, PR",PR,"DIAZ HERNANDEZ, BARBARA A","","39,063","","7 ,141","46,203"
"DIAZ, DAVID R","INDIANAPOLIS, IN",IN,"DIAZ, DAVID R","","19,950","","2 ,190","22,140"
"DICE, JAMES","NORFOLK, VA",VA,"DICE, JAMES","","","1,938",68,"2,005"
"DIEMER, KATHY M","SAINT LOUIS, MO",MO,"DIEMER, KATHY M","","48,525","","2 ,969","51,494"
"DIETER, ROBERT S","MAYWOOD, IL",IL,"DIETER, ROBERT S","","4,484","","","4,484"
"DILLING, DUANE P","LOYSBURG, PA",PA,"DILLING, DUANE P","","5,800","",302,"6,102"
"DILLON, MARIE C","LAREDO, TX",TX,"DILLON, MARIE C","7,925","","",835,"8,760"
"DILLS, SHARON","SANTA ROSA, CA",CA,"DILLS, SHARON","5,006","","",162,"5,168"
"DILORENZO, PAUL E","ANNANDALE, VA",VA,"DILORENZO, PAUL E","","7,784","",89,"7,873"
"DINATALE, MIKE","MUNSTER, IN",IN,"DINATALE, MIKE","","","1,453",184,"1,638"
"DINER, BARRY M","ATLANTA, GA",GA,"DINER, BARRY M","","",625,"",625
"DION, JOSHUA D","BEDFORD, NH",NH,"DION, JOSHUA D","",225,"","",225
DIPTI ITCHHAPORIA MEDICAL CORPORATION,"NEWPORT BEACH, CA",CA,"ITCHHAPORIA, DIPTI","","5,584","","","5,584"
"DISILVESTRO, PAUL A","PROVIDENCE, RI",RI,"DISILVESTRO, PAUL A","","3,038","",765,"3,803"
"DIVERSE HEALTH CONSULTING, LLC","AUSTIN, TX",TX,"FINCH, NAN","3,450","","",104,"3,554"
"DOBESH, PAUL P","OMAHA, NE",NE,"DOBESH, PAUL P","","","1,000",48,"1,048"
"DODD, RICHARD C","ASHEVILLE, NC",NC,"DODD, RICHARD C","","10,019","",395,"10,414"
"DOERR, MONICA E","SALISBURY, NC",NC,"DOERR, MONICA E","","2,531","","","2,531"
"DOHN, HENRY H","PENSACOLA, FL",FL,"DOHN, HENRY H","","52,950","","5 ,134","58,084"
"DOLAN, BRENDA","DES MOINES, IA",IA,"DOLAN, BRENDA","7,163","","","1 ,475","8,638"
"DOLPH, LAWRENCE A","SANTA ROSA, CA",CA,"DOLPH, LAWRENCE A","","","2,438",434,"2,871"
"DOMINIC LOSACCO, M.D., INC.","TULSA, OK",OK,"LOSACCO, DOMINIC","","6,800","",135,"6,935"
"DOMONT, LAWRENCE A","PARK RIDGE, IL",IL,"DOMONT, LAWRENCE A","","10,144","","","10,144"
"DON L. GOLDENBERG, MD PC","NEWTON, MA",MA,"GOLDENBERG, DON L","","","2,500",107,"2,607"
"DON W. LEE, A MEDICAL CORP. DBA CALIFORNIA CARDIAC INSTITUTE MEDICAL CORP.","GLENDALE, CA",CA,"LEE, DON W","","2,284","","","2,284"
"DONALD C. BALFOUR, III, MD, INC.","SAN DIEGO, CA",CA,"BALFOUR, DONALD C","","","21,750",228,"21,978"
"DONATO DUQUE, WELDA T","BETHLEHEM, PA",PA,"DONATO DUQUE, WELDA T","","15,800","",70,"15,870"
"DONATUCCI, CRAIG F","DURHAM, NC",NC,"DONATUCCI, CRAIG F","","",938,269,"1,206"
"DONES, WISTREMUNDO","HUMACAO, PR",PR,"DONES, WISTREMUNDO","",591,"","",591
"DONNELLY, ANDREW","CHICAGO, IL",IL,"DONNELLY, ANDREW","","","1,500",410,"1,910"
"DONNELLY, CRAIG L","LEBANON, NH",NH,"DONNELLY, CRAIG L","","25,338","4 9,250","1 ,837","76,424"
"DONOVAN, DANIEL S","NEW YORK, NY",NY,"DONOVAN, DANIEL S","","28,325","","2 ,529","30,854"
"DOPSON, KELLEY B","ATLANTA, GA",GA,"DOPSON, KELLEY B","","16,275","",952,"17,227"
"DORCEY, CHARLENE M","YORK, NE",NE,"DORCEY, CHARLENE M","8,775","","","2 ,182","10,957"
"DOSS, DAVID R","BRYAN, TX",TX,"DOSS, DAVID R","","3 ,850","",89,"3,939"
"DOSS, RAMY S","SCOTTSDALE, AZ",AZ,"DOSS, RAMY S","","13,284","","","13,284"
"DOUGLAS J. MUND,  MD","NEW HYDE PARK, NY",NY,"MUND, DOUGLAS J","","7 ,525","",196,"7,721"
"DOUGLAS SEARS, M.D., P.C.","ENCINO, CA",CA,"SEARS, DOUGLAS","","20,525","","1 ,819","22,344"
"DOUGLAS SORENSEN BURGOYNE, INC.","SALT LAKE CITY, UT",UT,"BURGOYNE, DOUGLAS S","","","9,188",335,"9,522"
DOV SCHUCHMAN MD PC,"BLOOMFIELD HILLS, MI",MI,"SCHUCHMAN, DOV","","46,625","","6 ,646","53,271"
"DOW, CHARLES J","ROXBURY CROSSING, MA",MA,"DOW, CHARLES J","","18,784","","","18,784"
"DOWNEY, HERMAN J","JACKSONVILLE, FL",FL,"DOWNEY, HERMAN J","","2,400","",13,"2,413"
DR. ALLEN ERNSTER,"LEWISTON, ID",ID,"ERNSTER, ALLEN M","","1,950","","","1,950"
DR. CYNTHIA L. WILLIAMS,"TORRANCE, CA",CA,"WILLIAMS, CYNTHIA L","","1,975","","","1,975"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
DR. GARY L. GAY & ASSOCIATES LLC,"NEWARK, DE",DE,"GAY, GARY L","","3,975","",78,"4,053"
"DR. HASSAN ABOULEISH, INC","HOULTON, ME",ME,"ABOULEISH, HASSAN E","","4,113","",356,"4,469"
DR. MARK O' DANIEL PSYCHIATRY & ASSOC.,"ROCKY MOUNT, NC",NC,"O'DANIEL, MARK B","","20,500","",871,"21,371"
DR. NEIL KABOUS,"TERRE HAUTE, IN",IN,"PROVIDERS OF SERVICE: BITTAR, GEORGE B; KABOUS, NEIL G","","3,569","","","3,569"
"DR. OLUYEMI BADERO PHYSICIAN, P.C.","BROOKLYN, NY",NY,"BADERO, OLUYEMI O","","6,484","","","6,484"
"DR. PRITESH J. SHAH, MD PC","WESTWOOD, NJ",NJ,"SHAH, PRITESH J","","18,300","",61,"18,361"
DR. SEAN NOLAN MD PC,"WEIRTON, WV",WV,"NOLAN, SEAN","","17,894","","2 ,847","20,741"
"DR. SUDARSHAN K. SHARMA, LTD","HINSDALE, IL",IL,"SHARMA, SUDARSHAN K","","6,263","","1 ,013","7,275"
"DR. ZAHID IMRAN, INC.","BATON ROUGE, LA",LA,"IMRAN, ZAHID","","14,950","1,250",578,"16,778"
DRAELOS METABOLIC CENTER,"EDMOND, OK",OK,"DRAELOS, MATT T","","1,594","","","1,594"
